"","user_id","text","date","lang"
"18","1500246184811655168","Authoritarian progressives <U+2665><U+FE0F> the war in #Ukraine. They get to fake-stand against autocracy and use the opportunity to promote their green energy scam.

I'm giving #Trudeau kudos for transparency on free speech, though. Talk about ""slippage.""<U+0001F602>
#progressivetruecolors https://t.co/RTcPIaTrLH",2022-03-05,"en"
"19","1500245870364659712","Joe Biden &amp; the political left are forcing us to help pay for Putin's war. This is one reason why they are trying SO hard to look sympathetic to Ukraine.

Don't put up with it.

Call your Congresspeople; 
demand we be energy independent again &amp; not buying anymore oil from Russia",2022-03-05,"en"
"20","1500245399054938112","@GBNEWS .@FurfariSamuele ""The war in Ukraine reveals the failure of the German energy strategy and therefore of the EU""  https://t.co/lAOHDDMIv4 #energycrisis #UkraineRussianWar",2022-03-05,"en"
"21","1500245395544236032","@marcthiessen Of course. And if Trump's energy producing strategy &amp; the Canadian pipeline would not be stupidity abolished by Biden and the silly Dems, the sanctions could include energy and leave Russia with no capital to run a war. It's the USA current admin who brought on the  Ukraine war",2022-03-05,"en"
"22","1500243395704508416","The International Energy Agency (IEA) has released a 10-point plan to reduce the European Union’s reliance on Russian natural gas that includes the accelerated deployment of renewable power as the war in Ukraine destabilises the continent’s energy security https://t.co/ptoIFtvnW0 https://t.co/SIxAwUx6dV",2022-03-05,"en"
"23","1500242748128911360","Russia's War In Ukraine: The Beginning Of The End Of An Energy Superpower?
 https://t.co/HqxzrNMkZA",2022-03-05,"en"
"24","1500242383988043776","@_mizzmajor @ReaIDonJTrump45 Us not being energy independent is exactly what started this war. Russia has the leverage to attack Ukraine because us, Germany and others buy oil from them so they know we can't do anything and we are paying for their bombs",2022-03-05,"en"
"25","1500241462021218304","@BoundingComics But we were energy independent with the last president and gas prices were not this high. Can’t we go back to that scenario and still put the screws to Putin? If we don’t buy his oil then we don’t have to play his game nor are we funding his war on Ukraine.",2022-03-05,"en"
"26","1500241445986267136","@GretaThunberg Russia only goes to war when oil is near $100 a barrel. It's now over $100 a barrel. Why? Biden Administration ended Trump's Energy Independence Policies. Why? To Stop Global Warming And Force Americans To Buy E-Cars. The Ukraine War Is Greta's And Biden's Fault. #BidensFault",2022-03-05,"en"
"27","1500240748486303744","discount to benchmark prices in a signal that major buyers will likely continue to make purchases of Russia’s energy products despite its increasingly deadly war against Ukraine. 
The deal also underlined the stark situation facing European and world energy buyers. They need to",2022-03-05,"en"
"28","1500240701161828352","Ukraine war prompts European reappraisal of its energy supplies  https://t.co/JFBufiliPi",2022-03-05,"en"
"29","1499897376428879872","Now that the Biden admin has watched Putin march into Ukraine, the same Biden administration is now looking to finance other enemies of the free world, the Ayatollah of Iran.

Both disgraceful and dangerous.

#UkraineRussianWar #Iran #Biden #EnergyIndependence #UkraineWar",2022-03-04,"en"
"30","1499897032516849664","@RpsAgainstTrump The gas prices were going up before war on Ukraine.  Biden will just hide increasing prices on the fact that he is ""helping"" Ukraine.  I would not mind paying more for gas to save Ukraine but don't tell me this is the reason prices are up. Let us be energy independent again Joe!",2022-03-04,"en"
"31","1499896514864459776","Response to Ukraine crisis from search engine Ecosia. Please read &amp; share: RUSSIA CAN AFFORD THIS WAR BECAUSE WE HAVE BEEN BUYING ITS OIL &amp; GAS. It yields influence by threatening to cut off its energy supply. This war, like others, is driven by the global politics of Big Oil...",2022-03-04,"en"
"32","1499896289399562240","My view is that with energy costs causing difficulties for a lot of families and the war in Ukraine in many of our thoughts the DUP should temporarily reverse their decision to pull out of the Executive, resuming their protest at a later date if conditions are not met. https://t.co/eV94QLAj0b",2022-03-04,"en"
"33","1499896201851850752","@jinxcores Per capita they earn less than some countries that are considered undeveloped and not only that Ukraine has been at war with Russia since 2014 and only now does the West care also where was this energy for Georgia?",2022-03-04,"en"
"34","1499895904379224064","After WW2 we did the Marshall Plan to rebuild and head off the otherwise-inevitable next war. After Ukraine can we please god do a clean energy Marshall Plan to kick the oil + gas addiction that powers autocrats like Putin and head off the otherwise-inevitable next war?",2022-03-04,"en"
"35","1499895508428537856","Biden’s stupid energy policy not only caused the war in Ukraine but is also currently funding it with your taxpayer dollars.

Full episode: https://t.co/k2mag0vqRp https://t.co/hiQgwbMYf1",2022-03-04,"en"
"36","1499894847594926080","@POTUS STOP FUNDING THE RUSSIAN WAR AGAINST UKRAINE! 
BAN RUSSIAN OIL.
Restart American Energy Independence! NOW!",2022-03-04,"en"
"37","1499894638135676928","GO FIGURE: Putin Tells LIE'N BIDEN He Will Destroy Records In Ukraine . Energy Is Hindered In U.S. , Green Light For Russia Pipeline. Buying Oil From Russia . LIE'N BIDEN IS FUNDING THE WAR FOR RUSSIA ! COVER UP FOR LIE'N BIDEN AND SON",2022-03-04,"en"
"38","1499894310929682432","@HanukaSam @wingtw @ProgressingPil2 The Germans already turned off the gas line, said they would take the hit. Biden's the one that refuses to sanction energy. The Germans said to do it. 

As for actual war, I think Putin's got no hope of successfully invading any NATO country, given the how Ukraine has gone.",2022-03-04,"en"
"39","1499893757625483264","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/sXlPkkjtOB https://t.co/gC1RiRXUBt",2022-03-04,"en"
"40","1499893752990683136","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/LHJWk6VYLY https://t.co/fQ67LXG3Ug",2022-03-04,"en"
"41","1499893748997795840","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/NOLzjQ05ha https://t.co/SJWuWz05gZ",2022-03-04,"en"
"42","1499893736775503872","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/Yc9PPzm05H https://t.co/58rsc1HFuN",2022-03-04,"en"
"43","1499893732233068544","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/hQCPKFLgf4 https://t.co/B0j49oJgoD",2022-03-04,"en"
"44","1499893727862657024","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/Dnh7OoIqBu https://t.co/TuaNYRFril",2022-03-04,"en"
"45","1499893719394312192","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/8ldNhpCEkE https://t.co/pwVqRiwKXi",2022-03-04,"en"
"46","1499893713363173376","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/cBqYCgRJku https://t.co/gBeG9P4Bd6",2022-03-04,"en"
"47","1499893707629371392","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/X7OH6ZCvmz https://t.co/DVixx3o3TE",2022-03-04,"en"
"48","1499893418163638272","Dad is using the impending war over Ukraine as a way to convince mom to let him get a solar roof that she’s refused to do for YEARS because in her own words, “they look ugly”. 

Now that energy prices are likely going to explode, he thinks he has a decent shot <U+0001F937><U+0001F3FD><U+200D><U+2640><U+FE0F>",2022-03-04,"en"
"49","1499892910266933248","@POTUS Brandon, you are one lost puppy. You are financing Putin's war on Ukraine with your oil purchases. Why you declared war on America's energy Independence is just mind-boggling.",2022-03-04,"en"
"50","1499892661293285376","<U+0950> <U+0936><U+093E><U+0928><U+094D><U+0924><U+093F>! <U+0938><U+0930><U+094D><U+0935><U+0947> <U+092D><U+0935><U+0928><U+094D><U+0924><U+0941> <U+0938><U+0941><U+0916><U+093F><U+0928><U+0903>  A big push, as a slow blow!  An attacked on nuclear energy is a nuclear attacked on Ukraine. It's very harmful for Europe future ! Please , Stop war .",2022-03-04,"en"
"51","1499892101605388288","@The_______Don @Osinttechnical All nations must disarmed its nuclear weapon

Nuclear can only be used for non-military purpose, such as for power plant, energy, &amp; medicine

Nuclear must not be used for military purpose, this is the lesson that we got from Russia-Ukraine war in 2022",2022-03-04,"en"
"52","1499892007082524672","All nations must disarmed its nuclear weapon

Nuclear can only be used for non-military purpose, such as for power plant, energy, &amp; medicine

Nuclear must not be used for military purpose, this is the lesson that we got from Russia-Ukraine war in 2022 https://t.co/TdgqDZFdJW",2022-03-04,"en"
"53","1499891966615695360","“We will change course in order to eliminate our dependence on imports from individual energy suppliers,” Chancellor Scholz said on Sunday at Parliament, which had convened to discuss the war in Ukraine. https://t.co/ikHIUuwIIz via @oilandenergy #policy",2022-03-04,"en"
"54","1499891806510538752","@Sen_JoeManchin stand with ukraine is right, but i have to ask, do you have a stake is american energy that you plan to increase your wealth from?  If you do have a stake in US energy, support america and guarantee no increase to anericans during this war",2022-03-04,"en"
"55","1499891663094882304","@SenBobCasey Then tell your disgusting President to move back to being energy independent. As long as this President purchases Russian oil he is indirectly funding the war against Ukraine, meaning you are partially to blame for what is happening. Think about that when you look in the mirror.",2022-03-04,"en"
"56","1499890770605756416","@JoeBiden, @KamalaHarris, @JesseBWatters, @FoxNews BRANDON I hope Putin paid you and Kamala enough money to justify the murders of innocent children and Ukraine citizens. This war lies at your feet. Congratulations. RESTART President Trumps energy program to stop Putin.",2022-03-04,"en"
"57","1499890725999112192","@king_ofdior I just want to be energy independent again. That pipeline helped. Now we’re buying Russian oil that’s financing the war in Ukraine. I’m also tired of spending way to much money filling my tank up every week. Drill baby drill!",2022-03-04,"en"
"58","1499890565600661504","@KatyaSedgwick .@GretaThunberg  Speak up! Should the US restore its domestic production of oil/gas to replace/displace Russia's dirtier oil/gas in order to cut off the $$MM/day in energy income that is funding Russia's war on Ukraine?",2022-03-04,"en"
"59","1499890472566751232","No! #NoFlyZoneOverUkraine #NoFlyZone No No No. It is not heartless to disagree with this request from Ukranians. 
If you cannot comprehend the catastrophic implications, then it is best to focus your energy and tweets on supporting the refugees #UkraineWar",2022-03-04,"en"
"60","1499890353670959104","Ukraine war prompts European reappraisal of its energy supplies  https://t.co/iZn92FcmoL",2022-03-04,"en"
"61","1499890270875394048","@GretaThunberg Should the US restore its domestic production of oil/gas to replace/displace Russia's dirtier oil/gas in order to cut off the $$MM/day in energy income that is funding Russia's war on Ukraine?",2022-03-04,"en"
"62","1499890102637637632","And remember: because of Biden and the Democrats, those painful excess dollars you're paying at the pump--due to their reversal of Trump energy policies!!--are going into Putin's pocket for murderous war in Ukraine.

WE ARE PAYING FOR DEATH AND DESTRUCTION THANKS TO BIDEN. https://t.co/Ym7iIBh90s",2022-03-04,"en"
"63","1499890017682010112","@Vincent_5 @NikkiFried Seriously are you not watching the news. Biden is not allowing our country to become energy independent!!
That is anti-American &amp; pro- Russian. 
Giving Putin billions for Russian oil - while not allowing our own oil production. Dems are financing Putin's war in Ukraine https://t.co/j3Cl0Ya8f4",2022-03-04,"en"
"64","1499890013240238080","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/PU39hp03Ke https://t.co/7Kh2QM4IvY",2022-03-04,"en"
"65","1499890008425123840","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/GyqLp7KGZB https://t.co/DtFxmO6Cjw",2022-03-04,"en"
"66","1499890002620256256","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/6KA81WRxVB https://t.co/5DsjcprQT5",2022-03-04,"en"
"67","1499889997863952384","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/jPmgz9hQz9 https://t.co/7WsKcICg3N",2022-03-04,"en"
"68","1499889993430482944","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/BOpMHfnmvH https://t.co/igRIHU7MD8",2022-03-04,"en"
"69","1499889989253009408","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/RyrEzjIwOB https://t.co/KXnIMlF4mz",2022-03-04,"en"
"70","1499889984060469248","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/FU1Ar6cmBW https://t.co/41MhWu3C8l",2022-03-04,"en"
"71","1499889979740336128","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/c0gYcgfMgV https://t.co/k0eaq3F6x1",2022-03-04,"en"
"72","1499889974262603776","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/Vn7Fy0B2F8 https://t.co/sCFFFwUZVC",2022-03-04,"en"
"73","1499889967945895936","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/gvkXeKRlyA https://t.co/qgTeWavP0B",2022-03-04,"en"
"74","1499889963541975040","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/3JQtv1zyJo https://t.co/A1rMZl73oF",2022-03-04,"en"
"75","1499889958630350848","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/Lo01xrbTZF https://t.co/o927IvZ9R7",2022-03-04,"en"
"76","1499889953903464448","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/86e2bPKiaf https://t.co/HOgzcjOzrL",2022-03-04,"en"
"77","1499889949247692800","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/kSzKVqIpuf https://t.co/x9NezaFrUl",2022-03-04,"en"
"78","1499889943891558400","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/nuB8SNLra9 https://t.co/l7TQqdZOQS",2022-03-04,"en"
"79","1499889937755389952","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/aR628P6pKd https://t.co/SjIXh68MbQ",2022-03-04,"en"
"80","1499889933066162176","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/4dWbsUEApn https://t.co/XkZSo3ypZu",2022-03-04,"en"
"81","1499889500029272064","We are definitely feek9ng the effects of this Russia/Ukraine war, and boy does it frustrate me on why Biden doesnt reactivate the American Pipeline and start controlling the energy portion and literally replace Russia. #BringingAmericaBackAgain https://t.co/nzoURHmuW3",2022-03-04,"en"
"82","1499889298367291392","@CryptonMaximus @woke8yearold Short of shooting down Russian jets, carpet bombing their amateur-hour logistical tail, and risking both an energy crisis and thermonuclear war the West’s only other option is to invent a time machine and send Ukraine enough planes and missiles to make invasion too costly.",2022-03-04,"en"
"83","1499888823811153920","@I_Am_Zackk @from7to10 @MattFinnFNC Then Biden comes in. One of the first things he does is turn off our energy independence. Now we like the rest of the world become dependent on foreign powers. They say thanks stupid and the prices start raising. Then the war happens with Ukraine &amp; Russia.",2022-03-04,"en"
"84","1499888606709755904","markets: High energy prices are forcing some manufacturers to halt production in a taste of what may become a more widespread shutdown that if the war in Ukraine leads to acute shortages of natural gas https://t.co/63n7y1zfLi",2022-03-04,"en"
"85","1499888518906142720","War in Ukraine Shifts European, American Views on Energy Dependence https://t.co/cGFubz8l4W Relying on authoritarian states for fuel supplies turns out to be a dismal geopolitical strategy. BY GABRIELLE GURLEY",2022-03-04,"en"
"86","1499888148406435840","@POTUS @JoeBiden @SpeakerPelosi @KamalaHarris 

It is insanity that instead of banning Russian oil and employing 1000s of Americans we will pay Russia &amp; Putin. Rather than be energy independent we will fund a war machine against Ukraine!  Democrats are bragging on fake sanctions https://t.co/9vbMPrVryC",2022-03-04,"en"
"87","1499888139023761408","@PattyMurray We have NO alliance with Ukraine. NATO needs to step up to the plate and do their job. War mongering is just an excuse to deflect from the failure of the Biden regime and their pandemic failure, economy failure, energy failure, illegal immigrant policy failure, etc.",2022-03-04,"en"
"88","1499887906839662592","Everyone's gangster in San Diego about the Russia-Ukraine war UNTIL they are WOKEN UP from the LOUDEST sunderining <U+26C8><U+FE0F> THUNDER <U+26C8><U+FE0F>  recorded in San Diego thunderstorm history.
<U+0001F923><U+0001F602><U+0001F923><U+0001F602><U+0001F480><U+0001F480><U+0001F602><U+0001F923><U+0001F602><U+0001F977><U+0001F92B>
Calmn down. 
What happened to that energy?
<U+0001F937><U+200D><U+2642><U+FE0F> https://t.co/4rmI4096Ig",2022-03-04,"en"
"89","1499887755161128960","Let's see, gas prices rise higher as we now pay $110 a barrel for Russian oil. Russia is using the money the USA pays for the oil to fund their war with Ukraine. To think, we were energy independent, and now we're NOT. Now Biden says we need to depend less on foreign oil. @POTUS",2022-03-04,"en"
"90","1499887420241850368","Bipartisan pressure is mounting on the Biden administration to end all Russian oil imports and sanction Russia's energy sector as President Vladimir Putin continues to escalate the war in Ukraine. https://t.co/AwS7zdbk55",2022-03-04,"en"
"91","1499886919236390912","High energy prices are forcing some manufacturers to halt production in a taste of what may become a more widespread shutdown that if the war in Ukraine leads to acute shortages of natural gas https://t.co/uFfxEqp6Yv",2022-03-04,"en"
"92","1499886745265094656","Supply shortages from the war in Ukraine have caused energy and grains commodity prices to skyrocket, amplifying structural changes in the underlying sectors. #commodities #Ukraine https://t.co/P3GoGm87il https://t.co/L2UugJWzLp",2022-03-04,"en"
"93","1499886479748866048","COVID19, lockdown &amp; no football, energy bills on the rise, now war in Ukraine. Can you not save this until after WW3, it's not like we all got nothing else to think about! https://t.co/56oQPHlB1z https://t.co/92JhS0UNGQ",2022-03-04,"en"
"94","1499886255353520128","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/WMvYXiP6aC https://t.co/h5omvuL4sd",2022-03-04,"en"
"95","1499886250500763648","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/3kCTMJnnLS https://t.co/ZfhWBeJ5AY",2022-03-04,"en"
"96","1499886241139073024","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/Z6DUPc0OhA https://t.co/LYTDLJOCFF",2022-03-04,"en"
"97","1499886236428812288","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/rvo9bOZxQE https://t.co/BzdephQCbe",2022-03-04,"en"
"98","1499886232154816512","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/nuDi45mhOA https://t.co/hoQ7QGN0Ht",2022-03-04,"en"
"99","1499886226115026944","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/ilmqZ364p1 https://t.co/saUotZxiW0",2022-03-04,"en"
"100","1499886221249687552","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/mNNItC5s3k https://t.co/6WO3sNzgHs",2022-03-04,"en"
"101","1499886196037758976","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/Lwokdub0xl https://t.co/5O2opMhiOR",2022-03-04,"en"
"102","1499886189129736192","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/6rgkqseKnz https://t.co/LzA2JlvFlw",2022-03-04,"en"
"103","1499886178576830464","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/Dcj3p0LAWl https://t.co/6w2LdiXc3Q",2022-03-04,"en"
"104","1499886174084767744","The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/NaaBC0jwXc https://t.co/Xnzu7GC4at",2022-03-04,"en"
"105","1499885907125669888","The consequences of #Russia's war in #Ukraine: Cost of living expected to rise sharply in many countries as energy &amp; food prices skyrocket. Their share in consumption is on average 30% &amp; as high as 50% in Africa. Commodity importers particularly hard hit.
/via @GitaGopinath https://t.co/yZz8688t4C",2022-03-04,"en"
"106","1499885840385859584","Dems block Sen. Hawley’s bill to increase US oil production, restore energy independence via @americanwire_ - https://t.co/abYO9h0oNa Pelosi had agreed to sanction Russian oil. Biden's administration is helping to finance the war on Ukraine. Wrong to go to war without a cause.",2022-03-04,"en"
"107","1499885745623941120","Russia-Ukraine war: More US drilling has never been on table, US labor secretary says - Fox Business<U+0001F928><U+0001F92C>idiots think green energy happens overnight <U+0001F937><U+0001F3FB><U+200D><U+2642><U+FE0F><U+0001F595><U+0001F3FB><U+0001F595><U+0001F3FB><U+0001F595><U+0001F3FB><U+0001F4A9><U+0001F4A9><U+0001F4A9> https://t.co/bW9q6biFOy",2022-03-04,"en"
"108","1499885630884433920","No end to sanctions until (a) Russia has fully withdrawn from Ukraine, including Crimea; (b) reparations are paid in full to compensate Ukraine for the damages and make energy independent; (c) war criminals are turned over the Hague for prosecution https://t.co/0Qw829ycOv",2022-03-04,"en"
"109","1499885520104611840","Already high prices surging for wheat (+37%), corn (+21%), soybeans. Even as gas prices jump again. Russia's war in Ukraine stands to destabilize agriculture more than energy.",2022-03-04,"en"
"110","1499885198971912192","U.S. Gas Prices Skyrocket Under Biden-Harris Regime Anti-Energy Policies — Provoking War in Ukraine Causes Further Rise - ...",2022-03-04,"en"
"111","1499884852321075200","The tragic war in Ukraine has significant consequences for the world. Cost of living expected to rise sharply in many countries as energy &amp; food prices skyrocket. Their share in consumption is on average 30% &amp; as high as 50% in Africa. Commodity importers particularly hard hit. https://t.co/q2UbtCvNCJ",2022-03-04,"en"
"112","1499884716023029760","@HallworthNeil @DeborahMeaden Nope still pretty poor taste.  Protest against Brexit is not comparable to a protest against war. The people I know who voted for it are not people would support what is going on in Ukraine. I think EU have got their own issues dealing with Russia due to energy dependence",2022-03-04,"en"
"113","1499884231983390720","The war in Ukraine is a result of the UN's fake war against global warming. Climate isn't changing, yet we dismantled the west's hydrocarbon power &amp; handed control of energy, wealth &amp; world dominance to Russia &amp; China. There is no climate problem - but now we have a real problem.",2022-03-04,"en"
"114","1499883959462813696","As @CocaCola have decided money is more important than morality, here's some other brands they own you may like to boycott:
@AppletiserUK 
@CostaCoffee 
Lilt
@oasisbefruit 
@vitaminwatermx 
@MonsterEnergy 
@Schweppes 
@topochicohard 
@RosesCordial 
#UkraineWar 
#CocaColaBanRussia",2022-03-04,"en"
"115","1499883504368340992","<U+27A1><U+FE0F> #Gazprom supplies 21% of UK non-domestic #gas volume &amp; has £23MIL contracts with #NHS. Cost of shutting #Russian gas off wd be astronomical on business &amp; state
<U+27A1><U+FE0F> 17% of UK Manufactures are currently shutting plants due rising #Energy costs. #UkraineWar https://t.co/OejBglebp3",2022-03-04,"en"
"116","1499883359564140544","675k barrels of oil/day x $105/barrel= $70.875m/ day the US is spending to fund the Russian war in Ukraine.
The moron sanctioned all the banks in Russia besides the one he is forcing all of the US energy dollars into.

Lindsey Graham called out the wrong target.",2022-03-04,"en"
"117","1499883253213417472","@UnderdawgCLE @ksorbs Omg-you are delusional.We are the laughing stock of the world.We have a president with onset dementia whose wokeness&amp;stupidity has made us so weak Russia attacks Ukraine-where Uranians live <U+0001F921>We buy Russian energy to fund their war because he won’t let us be energy independent! https://t.co/PJip7rZrez",2022-03-04,"en"
"118","1499883010052833280","Ukraine was lost a year ago when we were no longer energy independent and allowed Putin to get a war chest up and running! A blackmail scenario or setting off a nuclear facility would I think be a game changer on the west part?",2022-03-04,"en"
